uniqueName,superclasses,subclasses,description
CROSSHEAD BALANCING WEIGHT,BALANCING WEIGHT,,A <CROSSHEAD BALANCING WEIGHT> is a <BALANCING WEIGHT> that is a weight connected on either side of the crosshead body
COUNTERWEIGHT,BALANCER,CRANKSHAFT COUNTERWEIGHT,A <COUNTERWEIGHT> is an <ARTEFACT> and a <BALANCER> and a <POTENTIAL TO MECHANICAL ENERGY CONVERTER> intended to compensate for unbalanced masses and subsequent dynamic forces
CRANKSHAFT COUNTERWEIGHT,COUNTERWEIGHT,,A <CRANKSHAFT COUNTERWEIGHT> is a <COUNTERWEIGHT> that is a weight connected opposite a crank
PRESSURE BALANCING TUBE,"BALANCER, FLUID CONDUCTOR",,A <PRESSURE BALANCING TUBE> is an <ARTEFACT> and a <FLUID CONDUCTOR> and a <BALANCER> that provides hydraulic balance between pump suction and bottom of submersible electric motor oil reservoir
THRUST BALANCE ASSEMBLY,BALANCER,"BALANCE DRUM ASSEMBLY, PISTON THRUST BALANCER, BALANCE DISC ASSEMBLY, DISC THRUST BALANCER","A <THRUST BALANCE ASSEMBLY> is an <ARTEFACT> and a <BALANCER>, intended to counteract the thrust on a shaft caused by impellers or rotors. Possibly also intended to reduce the seal pressure"
BALANCE DRUM ASSEMBLY,THRUST BALANCE ASSEMBLY,,A <BALANCE DRUM ASSEMBLY> is a <THRUST BALANCE ASSEMBLY> which contains a drum assembly
BALANCE DISC ASSEMBLY,THRUST BALANCE ASSEMBLY,,A <BALANCE DISC ASSEMBLY> is a <THRUST BALANCE ASSEMBLY> that contains a disc assembly
DISC THRUST BALANCER,THRUST BALANCE ASSEMBLY,,A <DISC THRUST BALANCER> is a <THRUST BALANCE ASSEMBLY> used to absorb thrust generated in the axial direction of the multi stage pump
PISTON THRUST BALANCER,THRUST BALANCE ASSEMBLY,,A <PISTON THRUST BALANCER> is a <THRUST BALANCE ASSEMBLY> utilising a piston (drum) keyed or screwed to the shaft rotating within a stationary cylinder fixed to the pump casing and separating the balancing chamber from the pump interior. The resultant of the forces acting on the balancing piston by the discharge pressure on the inside and discharge pressure on the outside tend to counteract the thrust on the shaft caused by the impellers
BENDER,,"PIPE BENDER, BENDING MACHINE",A <BENDER> is a <FunctionalObject> that is capable of <BENDING> something
BENDING MACHINE,BENDER,PIPE BENDING MACHINE,A <PIPE BENDING MACHINE> is a <MACHINE> and a <BENDER> that is capable of <BENDING> something
PIPE BENDING MACHINE,"PIPE BENDER, BENDING MACHINE",,A <PIPE BENDING MACHINE> is an <ARTEFACT> and a <BENDING MACHINE> and a <PIPE BENDER>
PIPE BENDER,BENDER,PIPE BENDING MACHINE,A <PIPE BENDER> is a <BENDER> that is capable of <BENDING> a <PIPE>
BLOCKER,,"PLUG, SPADE, BARRIER, LINE BLIND, SHAFT KEY, BLOCKING MECHANISM, SCREEN, SEAL PAN, PLUG AND CHAIN ASSEMBLY, SLUICE",A <BLOCKER> is a <FunctionalObject> that is capable of <BLOCKING>
BARRIER,"DIVIDER(separator), BLOCKER","COMPUTER FIREWALL, ANTI CONDENSATION BARRIER, ELECTRICAL BARRIER, GRID, WEATHER BARRIER, VAPOR BARRIER, FENCE, HEAT BARRIER",A <BARRIER> is a <BLOCKER> and a <DIVIDER(separator)> against passage
HEAT BARRIER,BARRIER,,A <HEAT BARRIER> is an <ARTEFACT> and a <BARRIER> intended to obstruct heat transfer
ANTI CONDENSATION BARRIER,BARRIER,,An <ANTI CONDENSATION BARRIER> is an <ARTEFACT> and a <BARRIER> intended to avoid air moisture condensation
COMPUTER FIREWALL,BARRIER,,"A <COMPUTER FIREWALL> is an <ARTEFACT> and a <BARRIER> that is a device or set of devices configured to permit, deny, encrypt, decrypt, or proxy all (in and out) computer traffic between different security domains based upon a set of rules and other criteria"
FENCE,BARRIER,,"A <FENCE> is an <ARTEFACT> and a <BARRIER> or other upright structure, typically of wood or wire, enclosing an area of ground to prevent or control access or escape"
VAPOR BARRIER,BARRIER,,A <VAPOR BARRIER> is an <ARTEFACT> and a <BARRIER> which is a layer of material (as roofing paper or polyethylene film) used to retard or prevent the absorption of moisture into a construction (as a wall or floor)
WEATHER BARRIER,BARRIER,,A <WEATHER BARRIER> is an <ARTEFACT> and a <BARRIER> which is a layer of material (as roofing paper) used to retard or prevent air and water to be transported into insulation
GRID,BARRIER,,A <GRID> is an <ARTEFACT> and a <BARRIER> that consists of crossed grid bars and that covers an opening leaving evenly spaced smaller openings intended to prevent bigger solids from passing through the original opening
ELECTRICAL BARRIER,BARRIER,,An <ELECTRICAL BARRIER> is an <ARTEFACT> and a <BARRIER> that is made up of a refractory material intended to localize or direct any arc which may arise on the operation of a circuit-breaker
BLOCKING MECHANISM,BLOCKER,COUNTER ROTATION BLOCKING MECHANISM,A <BLOCKING MECHANISM> is an <ARTEFACT> and a <BLOCKER>.
COUNTER ROTATION BLOCKING MECHANISM,BLOCKING MECHANISM,,A <COUNTER ROTATION BLOCKING MECHANISM> is a <BLOCKING MECHANISM> that prevents counter rotation
LINE BLIND,BLOCKER,"PIPE FLANGE SPADE, line blind, SPECTACLE BLIND",A <LINE BLIND> is an <ARTEFACT> and a <BLOCKER> used to blind off a process stream
line blind,LINE BLIND,,A functional unit used to blind off a process stream
SPECTACLE BLIND,"SPACER, SPADE, LINE BLIND",spectacle blind,"A <SPECTACLE BLIND> is a <LINE BLIND> and a <SPACER> and a <SPADE> that consists of two discs with equal thickness and outer diameter connected with a flat bar. One of the discs has a hole, while the other disc is without hole"
PIPE FLANGE SPADE,"SPADE, LINE BLIND",,A <PIPE FLANGE SPADE> is a <LINE BLIND> and a <SPADE> that is a circular plate with no central opening and holes to match mating flanged ends. It is also equipped with a handle
PLUG,BLOCKER,"BULLNOSE, BULL PLUG, PIPE PLUG, CEMENTING PLUG, RUBBER PLUG, EXPANDABLE PLUG, BRIDGE PLUG, TUBING HANGER PLUG",A <PLUG> is an <ARTEFACT> and a <BLOCKER> and that fits tigthly into a hole and blocks it
TUBING HANGER PLUG,PLUG,,A <TUBING HANGER PLUG> is a <PLUG> used in a tubing hanger to block the tubing hanger bore above the production outlet
EXPANDABLE PLUG,PLUG,,An <EXPANDABLE PLUG> is a <PLUG> and a smaller initial outaide diameter and expands externally to seal the hole where it is set
BULL PLUG,PLUG,,"A <BULL PLUG> is a <PLUG> that is a threaded pipe fitting or nipple with a rounded, closed end that forms a cap. The bull plug is intended to close a pipe"
BULLNOSE,PLUG,,A <BULLNOSE> is a <PLUG> that is intended to fit into a subsesa production flowline and allows a line to enter the flowline. The bullnose is removed once the line is secured
RUBBER PLUG,PLUG,,A <RUBBER PLUG> is a <PLUG> that is made of <SYNTHETIC RUBBER>
PIPE PLUG,PLUG,,A <PIPE PLUG> is a <PLUG> intended for plugging a pipe end
CEMENTING PLUG,PLUG,,"A <CEMENTING PLUG> is a <PLUG> used to separate the wellbore cement slurry from other fluids, reducing contamination and maintaining predictable wellbore cement slurry performance"
BRIDGE PLUG,PLUG,,A <BRIDGE PLUG> is a <PLUG> that is located and set to isolate a (lower) part of a wellbore
PLUG AND CHAIN ASSEMBLY,BLOCKER,,A <PLUG AND CHAIN ASSEMBLY> is an <ARTEFACT> and a <BLOCKER>  that is an assembly of a <THREADED PIPE PLUG> and a <CHAIN>
SCREEN,BLOCKER,"CABLE SCREEN, ELECTRIC SCREEN, WEDGE SCREEN, PRODUCT SCREEN","A <SCREEN> is an <ARTEFACT> and a <BLOCKER> intended to shelter, protect, hide or separate"
PRODUCT SCREEN,"FILTER, SCREEN","INLET SCREEN, REVOLVING SCREEN, VIBRATING SCREEN, STATIONARY SCREEN",A <PRODUCT SCREEN> is a <SCREEN> and a <FILTER> used to separate particles or molecules of a <FLUID> or <SOLID>s according to their size on a continuous basis
WEDGE SCREEN,SCREEN,,A <WEDGE SCREEN> is a <FILTER CARTRIDGE> and a <SCREEN> that contains a V-shape wire profile
ELECTRIC SCREEN,SCREEN,,An <ELECTRIC SCREEN> is a <SCREEN> of conductive material intended to reduce the penetration of an electric field into a given region
CABLE SCREEN,SCREEN,,A <CABLE SCREEN> is a <SCREEN> and a <CABLE LAYER> consisting of conducting layer(s) having the function to control the electric field within the insulation
SEAL PAN,BLOCKER,,A <SEAL PAN> is an <ARTEFACT> and a <BLOCKER> intended to prevent passage of vapour through a downcomer and that has a shape of a pan
SHAFT KEY,BLOCKER,"IMPELLER KEY, WOODRUFF KEY, SEAL DRIVE KEY",A <SHAFT KEY> is an <ARTEFACT> and a <BLOCKER> and that is assembled with a shaft and a hub to prevent the hub rotating about the shaft
IMPELLER KEY,SHAFT KEY,,An <IMPELLER KEY> is a <SHAFT KEY> that is intended for securing an impeller to the shaft
SEAL DRIVE KEY,SHAFT KEY,,A <SEAL DRIVE KEY> is a <SHAFT KEY> that is used in combination with the seal drive to have the non-stationary parts of the seals rotated
WOODRUFF KEY,"CONNECTOR, SHAFT KEY",,A <WOODRUFF KEY> is a <SHAFT KEY> and a <CONNECTOR> intended to transmit torque between a shaft and hub and shaped like a segment of a disk
SLUICE,"FLUID REGULATOR, BLOCKER",,"An <SLUICE> is an <ARTEFACT> and a <BLOCKER> and a <FLUID REGULATOR> that is a channel for a fluid to flow through, fitted with a valve or gate for stopping or regulating flow"
SPADE,BLOCKER,"PIPE FLANGE SPADE, SPECTACLE BLIND",A <SPADE> is an <ARTEFACT> and a <BLOCKER> that is a round piece of metal with a small tab that is placed in between two pipe flanges to give positive isolation from the centre; usually to prevent cross contamination between fluids or to allow work on the line. The small tab lets one see that the spade is in place
BLOWER,,"AIR BLOWER, AXIAL BLOWER, CENTRIFUGAL BLOWER, blower",A <BLOWER> is a <FunctionalObject> that is capable of <BLOWING> a medium volume flow
AIR BLOWER,BLOWER,SCAVENGE AIR AUXILIARY BLOWER,An <AIR BLOWER> is an <ARTEFACT> and a <BLOWER> intended to compress air
SCAVENGE AIR AUXILIARY BLOWER,AIR BLOWER,,"A <SCAVENGE AIR AUXILIARY BLOWER> is an <AIR BLOWER>, normally electric driven, that is brought into operation to supply air to the manifold when the diesel engine is running on part load and the turbocharger capacity is low or absent."
AXIAL BLOWER,BLOWER,,An <AXIAL BLOWER> is an <ARTEFACT> and a <BLOWER> in which the flow direction is parallel to the shaft
CENTRIFUGAL BLOWER,BLOWER,,"A <CENTRIFUGAL BLOWER> is an <ARTEFACT> and a <BLOWER> that is provided with an impeller, and generates pressure increase by means of centrifugal action and a volute casing."
blower,BLOWER,,A physical object intended to compress and supply air or gas at medium pressure and medium volume flow
BRAKE,,"brake, ELECTRIC BRAKE, ELECTROMAGNETIC BRAKE, AUXILIARY BRAKE, BRAKE UNIT, MECHANICAL BRAKE",A <BRAKE> is a <FunctionalObject> that has the capability of <BRAKING>
AUXILIARY BRAKE,BRAKE,,An <AUXILIARY BRAKE> is an <ARTEFACT> and a <BRAKE> that is a supplemental brake for assisting a <MECHANICAL BRAKE>
BRAKE UNIT,BRAKE,,"A <BRAKE UNIT> is an <ARTEFACT> and a <BRAKE> that is applying resistance to the motion of a body, either to retard it, as with a vehicle brake, or to absorb and measure the power developed in an engine or a motor"
ELECTRIC BRAKE,BRAKE,,An <ELECTRIC BRAKE> is an <ARTEFACT> and a <BRAKE> in which electric energy is generated
ELECTROMAGNETIC BRAKE,BRAKE,,An <ELECTROMAGNETIC BRAKE> is an <ARTEFACT> and a <BRAKE> using electro-magnets to produce a braking force
MECHANICAL BRAKE,BRAKE,"DRUM BRAKE, DISC BRAKE",A <MECHANICAL BRAKE> is an <ARTEFACT> and a <BRAKE> in which the braking force is provided by friction between brake blocks or pads and the wheels or separate discs
DRUM BRAKE,MECHANICAL BRAKE,,A <DRUM BRAKE> is a <MECHANICAL BRAKE> that operates by the friction of an external band or internal brake shoe pressing against the brake drum (rotating drum).
DISC BRAKE,MECHANICAL BRAKE,,A <DISC BRAKE> is a <MECHANICAL BRAKE> that operates by the friction of two or more pads closed by the caliper action on to a disc which is connected rigidly to the wheel-hub.
brake,BRAKE,,A physical object intended to arrest or prevent the motion of an item. Typically by means of friction
BREATHER,,"VENT HEAD, DEHYDRATING BREATHER, BREATHING APPARATUS",A <BREATHER> is a <FunctionalObject> that is capable of <BREATHING>
BREATHING APPARATUS,BREATHER,"breathing apparatus, SELF-CONTAINED BREATHING APPARATUS",A <BREATHING APPARATUS> is a <RESPIRATOR> and a <BREATHER> in which air or oxygen is fed to a face mask carried by the wearer via a demand valve
breathing apparatus,BREATHING APPARATUS,,A respirator in which air or oxygen is fed to a face mask carried by the wearer via a demand valve
SELF-CONTAINED BREATHING APPARATUS,BREATHING APPARATUS,,"A <SELF-CONTAINED BREATHING APPARATUS> is a <BREATHING APPARATUS> that provides breathable air in an IDLH (Immediate Danger to Life and Health) atmosphere, and that is not dependent on a remote supply (e.g. through a long hose)."
DEHYDRATING BREATHER,"BREATHER, DEHYDRATOR",,"A <DEHYDRATING BREATHER> is a <BREATHER> and a <DEHYDRATOR>, that prevents moisture being drawn into an item or equipment"
VENT HEAD,BREATHER,,"A <VENT HEAD> is an <ARTEFACT> and a <BREATHER> that discharges gas to the atmosphere at low velocity, and that is intended for vertical connection to a <VENT LINE>"
BRIDGE,,"MOVABLE BRIDGE, bridge, SUSPENSION BRIDGE",A <BRIDGE> is a <FunctionalObject> spanning from one position in space to an other giving communication or passage across an obstacle
MOVABLE BRIDGE,BRIDGE,"BASCULE BRIDGE, LIFTING BRIDGE, SWING BRIDGE",A <MOVABLE BRIDGE> is an <ARTEFACT> and a <BRIDGE> that moves to allow passage of ships
BASCULE BRIDGE,MOVABLE BRIDGE,,A <BASCULE BRIDGE> is a <MOVABLE BRIDGE> with a section which can be raised and lowered using counterweights
LIFTING BRIDGE,MOVABLE BRIDGE,,A <LIFTING BRIDGE> is a <MOVABLE BRIDGE> in which a span rises vertically while remaining parallel with the deck
SWING BRIDGE,MOVABLE BRIDGE,,"A <SWING BRIDGE> is a <MOVABLE BRIDGE> that has as its primary structural support a vertical locating pin and support ring, usually at or near to its center of gravity, about which the turning span can then pivot horizontally as shown in the animated illustration to the right"
SUSPENSION BRIDGE,BRIDGE,,A <SUSPENSION BRIDGE> is an <ARTEFACT> and a <BRIDGE> in which the weight of the deck is supported by vertical cables suspended from further cables that run between towers and are anchored in abutments at each end
bridge,BRIDGE,,Is a support structure intended to span a space
BURNER,,"LINE BURNER, OPEN BURNER, START UP BURNER, WASTE-GAS BURNER, RAW-GAS BURNER, combination, IGNITION BURNER, FLARE, COAL BURNER, SWIRL BURNER, LOW-NOX BURNER, MAIN BURNER, DUAL FUEL BURNER ELEMENT, nozzle, PREMIX BURNER, FLARE TIP",A <BURNER> is a <FunctionalObject> that is intended to release thermal energy by burning a combustible mixture
COAL BURNER,BURNER,,A <COAL BURNER> is an <ARTEFACT> and a <BURNER> that is designed to burn coal
DUAL FUEL BURNER ELEMENT,BURNER,,"A <DUAL FUEL BURNER ELEMENT> is an <ARTEFACT> and a <BURNER> that consists of two burners, and is designed to burn <FUEL OIL>"
FLARE,BURNER,"flare, FLARE TOWER, FLARE BOOM",A <FLARE> is a <BURNER> that has a capability of <FLARING>
flare,FLARE,,A system that burns waste in an elevated flame in the open air
FLARE TOWER,FLARE,,"A <FLARE TOWER>> is an <ARTEFACT> and a <FLARE>, with a flare tip in the end intended for burning waste process gas in secure distance from the plant or platform"
FLARE BOOM,FLARE,,"A <FLARE BOOM>> is an <ARTEFACT> and a <FLARE>, and is a structure to position the flaretip at a safe distance from the production platform. As a boom the facility is positioned at an angle to the vertical line"
FLARE TIP,BURNER,"flare tip, HP FLARE TIP, LP FLARE TIP",A <FLARE TIP> is an <ARTEFACT> and a <BURNER> that burns gas emitted from a process into the atmosphere
flare tip,FLARE TIP,,A burner that burns gas emitted from a process into the atmosphere
LP FLARE TIP,FLARE TIP,,An <LP FLARE TIP> is a <FLARE TIP> intended to burn waste process gas from the Low Pressure part of the process system. Also referred to as pipe flare.
HP FLARE TIP,FLARE TIP,,An <HP FLARE TIP> is a <FLARE TIP> intended to burn waste process gas from the High Pressure part of the process system.
IGNITION BURNER,BURNER,PILOT BURNER,An <IGNITION BURNER> is an <ARTEFACT> and a <BURNER> that is intended to ignite the main burner or burners
PILOT BURNER,IGNITION BURNER,,A <PILOT BURNER> is an <IGNITION BURNER> that is intended to burn continuously in order to light other burners when required.
LINE BURNER,BURNER,,A <LINE BURNER> is an <ARTEFACT> and a <BURNER> that is intended to be placed in series
LOW-NOX BURNER,BURNER,lox-nox,"A <LOW-NOX BURNER> is an <ARTEFACT> and  a <BURNER> that is designed to control fuel and air mixing at each burner in order to create larger and more branched flames. Peak flame temperature is thereby reduced, and results in less NOx formation. The improved flame structure also reduces the amount of oxygen available in the hottest part of the flame thus improving burner efficiency"
lox-nox,LOW-NOX BURNER,,burner type pick-list value value - low-nox burner
MAIN BURNER,BURNER,,An <MAIN BURNER> is an <ARTEFACT> and a <BURNER> which is the first one before the line burners. Typically used for a sulphur recovery unit
OPEN BURNER,BURNER,open,"An <OPEN BURNER> is an <ARTEFACT> and a <BURNER> that has its components exposed, which means the flames are easily visible and exposed to the air as well as anything that may fall into them"
open,OPEN BURNER,,burner type pick-list value value - open burner
PREMIX BURNER,BURNER,pre-mix,A <PREMIX BURNER> is an <ARTEFACT> and a <BURNER> for gas or oil in which fuel and air are premixed prior to ignition in the combustion chamber
pre-mix,PREMIX BURNER,,burner type pick-list value value - pre-mix burner
RAW-GAS BURNER,BURNER,raw gas,"A <RAW-GAS BURNER> is an <ARTEFACT> and a <BURNER>  where the fuel gas passes through orifices in the gas tip and is injected directly into the combustion zone, where it mixes with air. A stabilizer cone is located just below the gas to improve combustion stability"
raw gas,RAW-GAS BURNER,,burner type pick-list value value - raw-gas burner
START UP BURNER,BURNER,,A <START UP BURNER> is an <ARTEFACT> and a <BURNER> that is intended to pre-heat a furnace to ease start up
SWIRL BURNER,BURNER,,A <SWIRL BURNER> is an <ARTEFACT> and a <BURNER> that contains vanes to cause rotation of the combustion air
WASTE-GAS BURNER,BURNER,waste gas,"A <WASTE-GAS BURNER> is an <ARTEFACT> and a <BURNER> for waste gases, which are generally defined as gases which emerge from incomplete combustion or other chemical reaction, and are produced as by-product of a production process"
waste gas,WASTE-GAS BURNER,,burner type pick-list value value - waste-gas burner
combination,BURNER,,burner type pick-list value value - combination burner
nozzle,"BURNER, NOZZLE",,burner type pick-list value value - nozzle burner
BURNER ELEMENT,,"FUEL OIL BURNER ELEMENT, FUEL GAS BURNER ELEMENT",A <BURNER ELEMENT> is an <FunctionalObject> that is capable of releasing a compound into a combustion chamber where it mixes with air to form a combustible mixture
FUEL GAS BURNER ELEMENT,BURNER ELEMENT,,A <FUEL GAS BURNER ELEMENT> is a <BURNER ELEMENT> that is designed to release fuel gas into the combustion chamber
FUEL OIL BURNER ELEMENT,BURNER ELEMENT,,A <FUEL OIL BURNER ELEMENT> is a <BURNER ELEMENT> that is designed to release fuel oil into the combustion chamber
BUYER(function),,,A <BUYER(function)> is a <FunctionalObject> that has the capability of <BUYING>
CABLE ENTRY,,"SIGNAL CABLE ENTRY, POWER CABLE ENTRY",A <CABLE ENTRY> is a <FunctionalObject> that has a purpose to allow a <CABLE> <ENTERING> a space
POWER CABLE ENTRY,CABLE ENTRY,,A <POWER CABLE ENTRY> is an <ARTEFACT> and a <CABLE ENTRY> for a <POWER CABLE>
SIGNAL CABLE ENTRY,CABLE ENTRY,,A <SIGNAL CABLE ENTRY> is an <ARTEFACT> and a <CABLE ENTRY> for a <SIGNAL CABLE>
CARRIER,,"BOGIE, PALLET, PERSONNEL CARRIER, CASTOR, INFORMATION CARRIER, POWER CARRIER, FREIGHT CARRIER, TRANSPORTABLE CONTAINER",A <CARRIER> is a <FunctionalObject> that has a capability of <CARRYING> something
